Age,PriorConvictions,MentalHealth,DrugUse,EmploymentStatus,CrimeType,Reoffend
52,98,None,Never,Criminal Income,Cybercrime,1
35,52,None,Never,Part-Time,Rape,1
61,18,Undiagnosed,Dealer,Part-Time,Dacoity,1
29,98,Mild,Addicted,Unemployed,Rape,1
65,5,None,Addicted,Unemployed,Cybercrime,1
13,44,Mild,Never,Unemployed,Kidnapping,1
75,51,In Recovery,Addicted,Unemployed,Assault,1
76,10,Mild,Frequent,Unemployed,Rape,1
51,27,Undiagnosed,Never,Part-Time,Dacoity,1
16,1,In Recovery,Occasional,Full-Time,Other,0
43,76,None,Addicted,Unemployed,Drug Offense,1
75,72,In Recovery,Addicted,Unemployed,Drug Offense,1
39,92,Undiagnosed,Occasional,Unemployed,Theft,1
12,88,Undiagnosed,Dealer,Part-Time,Theft,1
59,34,In Recovery,Addicted,Unemployed,Kidnapping,1
60,8,Mild,Frequent,Full-Time,Rape,0
47,58,None,Never,Part-Time,Fraud,1
63,57,In Recovery,Never,Full-Time,Other,1
64,37,In Recovery,Never,Unemployed,Other,1
77,96,Undiagnosed,Dealer,Full-Time,Murder,1
76,79,Severe,Addicted,Criminal Income,Rape,1
51,56,None,Dealer,Part-Time,Drug Offense,1
70,12,Mild,Not Found,Criminal Income,Rape,1
50,78,None,Not Found,Criminal Income,Murder,1
19,15,In Recovery,Dealer,Criminal Income,Theft,1
69,53,Mild,Never,Criminal Income,Drug Offense,1
62,39,Severe,Frequent,Unemployed,Kidnapping,1
76,51,In Recovery,Never,Full-Time,Drug Offense,1
45,61,In Recovery,Dealer,Unemployed,Theft,1
77,13,None,Never,Criminal Income,Assault,0
41,35,Severe,Never,Unemployed,Kidnapping,1
51,67,None,Never,Criminal Income,Fraud,1
14,4,Mild,Addicted,Part-Time,Drug Offense,1
51,74,None,Frequent,Unemployed,Theft,1
64,35,Mild,Occasional,Unemployed,Cybercrime,1
69,94,Severe,Occasional,Part-Time,Fraud,1
79,20,Severe,Not Found,Part-Time,Other,1
17,36,Severe,Dealer,Part-Time,Cybercrime,1
57,78,Undiagnosed,Frequent,Unemployed,Other,1
45,91,None,Never,Full-Time,Murder,1
45,4,In Recovery,Occasional,Full-Time,Murder,0
43,48,None,Not Found,Unemployed,Other,1
57,59,Mild,Addicted,Unemployed,Kidnapping,1
53,95,None,Not Found,Unemployed,Theft,1
35,82,In Recovery,Not Found,Part-Time,Theft,1
41,91,In Recovery,Not Found,Part-Time,Kidnapping,1
32,26,Mild,Not Found,Unemployed,Kidnapping,1
39,57,In Recovery,Never,Full-Time,Rape,1
79,16,None,Occasional,Criminal Income,Murder,1
8,16,In Recovery,Never,Part-Time,Other,0
57,14,Severe,Addicted,Criminal Income,Kidnapping,1
12,4,Severe,Dealer,Full-Time,Murder,1
20,59,Mild,Not Found,Unemployed,Kidnapping,1
52,35,None,Dealer,Part-Time,Cybercrime,1
35,20,In Recovery,Addicted,Full-Time,Rape,1
39,48,Mild,Dealer,Full-Time,Murder,1
69,13,None,Frequent,Part-Time,Dacoity,0
39,41,Severe,Frequent,Full-Time,Murder,1
10,57,Severe,Occasional,Unemployed,Theft,1
13,90,Mild,Occasional,Full-Time,Murder,1
46,37,Undiagnosed,Occasional,Unemployed,Dacoity,1
25,30,Severe,Never,Full-Time,Rape,1
32,24,None,Never,Part-Time,Other,0
71,62,Undiagnosed,Never,Unemployed,Fraud,1
21,49,Undiagnosed,Dealer,Part-Time,Cybercrime,1
45,30,Severe,Never,Part-Time,Dacoity,1
48,6,None,Addicted,Criminal Income,Assault,1
19,55,In Recovery,Not Found,Part-Time,Fraud,1
14,87,None,Addicted,Criminal Income,Rape,1
24,23,None,Occasional,Unemployed,Drug Offense,0
47,62,Mild,Not Found,Unemployed,Cybercrime,1
17,30,Mild,Frequent,Part-Time,Assault,1
23,18,Severe,Addicted,Full-Time,Drug Offense,1
39,79,Undiagnosed,Never,Unemployed,Kidnapping,1
40,33,None,Occasional,Part-Time,Fraud,0
25,31,Undiagnosed,Frequent,Criminal Income,Dacoity,1
31,81,In Recovery,Dealer,Part-Time,Fraud,1
69,51,Severe,Frequent,Full-Time,Cybercrime,1
74,50,Undiagnosed,Addicted,Criminal Income,Drug Offense,1
13,17,Undiagnosed,Occasional,Part-Time,Fraud,1
39,83,In Recovery,Frequent,Full-Time,Murder,1
41,77,Mild,Dealer,Part-Time,Other,1
13,68,Severe,Addicted,Part-Time,Drug Offense,1
76,18,In Recovery,Not Found,Full-Time,Dacoity,0
28,33,Undiagnosed,Frequent,Unemployed,Rape,1
43,11,Undiagnosed,Dealer,Part-Time,Other,1
73,68,Mild,Occasional,Unemployed,Drug Offense,1
60,88,None,Frequent,Part-Time,Assault,1
22,32,Undiagnosed,Never,Unemployed,Kidnapping,1
69,18,Severe,Not Found,Full-Time,Cybercrime,1
37,53,Mild,Dealer,Part-Time,Kidnapping,1
53,83,Severe,Dealer,Full-Time,Dacoity,1
32,88,Undiagnosed,Not Found,Criminal Income,Fraud,1
21,54,Undiagnosed,Frequent,Full-Time,Cybercrime,1
32,30,Severe,Dealer,Full-Time,Dacoity,1
35,43,Mild,Never,Part-Time,Kidnapping,1
22,0,Mild,Not Found,Criminal Income,Murder,1
51,66,Undiagnosed,Addicted,Unemployed,Dacoity,1
39,19,In Recovery,Frequent,Criminal Income,Murder,1
37,85,In Recovery,Never,Part-Time,Assault,1
46,32,None,Addicted,Criminal Income,Assault,1
74,27,Undiagnosed,Occasional,Criminal Income,Fraud,1
12,59,Mild,Frequent,Criminal Income,Rape,1
80,82,Mild,Not Found,Part-Time,Kidnapping,1
60,57,In Recovery,Never,Criminal Income,Other,1
41,62,None,Not Found,Part-Time,Rape,1
19,87,Severe,Frequent,Criminal Income,Dacoity,1
21,26,Severe,Dealer,Full-Time,Cybercrime,1
49,5,In Recovery,Frequent,Full-Time,Rape,0
79,34,None,Never,Part-Time,Theft,0
79,5,None,Never,Unemployed,Drug Offense,0
22,47,Severe,Dealer,Unemployed,Rape,1
53,12,Severe,Dealer,Criminal Income,Theft,1
39,27,Mild,Not Found,Criminal Income,Other,1
29,72,Mild,Not Found,Criminal Income,Theft,1
67,51,In Recovery,Occasional,Unemployed,Fraud,1
8,30,Severe,Not Found,Full-Time,Murder,1
27,28,In Recovery,Addicted,Criminal Income,Other,1
47,1,Mild,Addicted,Part-Time,Kidnapping,1
26,63,None,Dealer,Unemployed,Murder,1
20,37,In Recovery,Frequent,Full-Time,Fraud,1
68,93,In Recovery,Frequent,Criminal Income,Assault,1
70,70,Undiagnosed,Never,Full-Time,Assault,1
37,23,None,Addicted,Unemployed,Rape,1
24,73,Severe,Not Found,Criminal Income,Theft,1
62,38,None,Occasional,Criminal Income,Theft,1
71,77,Undiagnosed,Dealer,Unemployed,Theft,1
37,29,Undiagnosed,Addicted,Full-Time,Dacoity,1
75,36,None,Occasional,Criminal Income,Assault,1
65,82,Mild,Frequent,Full-Time,Fraud,1
74,21,Undiagnosed,Dealer,Unemployed,Murder,1
38,58,Severe,Occasional,Full-Time,Dacoity,1
64,19,In Recovery,Never,Part-Time,Drug Offense,0
41,85,Undiagnosed,Never,Unemployed,Cybercrime,1
10,62,None,Frequent,Criminal Income,Dacoity,1
24,42,None,Frequent,Unemployed,Fraud,1
56,36,Mild,Never,Full-Time,Drug Offense,0
21,30,Undiagnosed,Never,Full-Time,Drug Offense,0
46,3,Severe,Occasional,Part-Time,Murder,1
25,100,In Recovery,Not Found,Criminal Income,Drug Offense,1
11,2,Mild,Occasional,Part-Time,Rape,0
43,89,Severe,Frequent,Part-Time,Murder,1
70,96,In Recovery,Occasional,Full-Time,Other,1
20,57,Mild,Dealer,Unemployed,Fraud,1
75,94,Mild,Frequent,Criminal Income,Rape,1
28,72,In Recovery,Frequent,Unemployed,Cybercrime,1
44,46,In Recovery,Addicted,Full-Time,Theft,1
51,52,Undiagnosed,Frequent,Full-Time,Assault,1
11,81,Severe,Occasional,Part-Time,Kidnapping,1
35,26,Mild,Frequent,Unemployed,Cybercrime,1
14,99,Severe,Frequent,Criminal Income,Dacoity,1
49,43,Mild,Frequent,Criminal Income,Cybercrime,1
17,100,In Recovery,Occasional,Full-Time,Cybercrime,1
73,13,In Recovery,Occasional,Part-Time,Rape,1
68,58,In Recovery,Never,Part-Time,Assault,1
63,48,None,Addicted,Part-Time,Drug Offense,1
28,91,Mild,Not Found,Unemployed,Kidnapping,1
61,60,Undiagnosed,Not Found,Unemployed,Cybercrime,1
13,50,Undiagnosed,Dealer,Unemployed,Drug Offense,1
29,23,Mild,Frequent,Criminal Income,Assault,1
62,69,Severe,Addicted,Unemployed,Cybercrime,1
12,47,Mild,Not Found,Part-Time,Fraud,1
61,82,Mild,Frequent,Criminal Income,Drug Offense,1
10,50,Mild,Dealer,Part-Time,Cybercrime,1
76,38,In Recovery,Not Found,Full-Time,Drug Offense,1
50,18,Severe,Frequent,Part-Time,Fraud,1
17,35,Mild,Addicted,Part-Time,Drug Offense,1
64,85,Undiagnosed,Not Found,Part-Time,Kidnapping,1
22,36,Mild,Frequent,Part-Time,Fraud,1
65,48,Severe,Never,Unemployed,Dacoity,1
29,46,Mild,Frequent,Unemployed,Other,1
73,98,Severe,Frequent,Criminal Income,Other,1
16,65,In Recovery,Addicted,Full-Time,Drug Offense,1
28,78,None,Addicted,Unemployed,Other,1
27,80,Mild,Frequent,Full-Time,Rape,1
38,78,Severe,Frequent,Part-Time,Rape,1
58,23,None,Occasional,Part-Time,Cybercrime,0
27,49,In Recovery,Not Found,Criminal Income,Cybercrime,1
49,52,None,Dealer,Unemployed,Rape,1
27,32,Mild,Addicted,Unemployed,Fraud,1
40,18,Mild,Addicted,Unemployed,Fraud,1
78,77,Mild,Addicted,Part-Time,Murder,1
56,21,Undiagnosed,Never,Part-Time,Cybercrime,0
18,54,In Recovery,Not Found,Unemployed,Theft,1
79,88,Undiagnosed,Not Found,Criminal Income,Murder,1
70,72,Severe,Addicted,Unemployed,Rape,1
39,16,Undiagnosed,Dealer,Criminal Income,Assault,1
30,54,Undiagnosed,Dealer,Unemployed,Fraud,1
78,80,In Recovery,Dealer,Part-Time,Theft,1
58,66,Severe,Addicted,Part-Time,Drug Offense,1
18,62,None,Frequent,Full-Time,Fraud,1
80,75,In Recovery,Frequent,Part-Time,Fraud,1
70,10,Undiagnosed,Frequent,Part-Time,Fraud,1
74,37,None,Never,Full-Time,Fraud,0
65,91,Severe,Addicted,Unemployed,Theft,1
53,41,None,Not Found,Unemployed,Assault,1
18,70,None,Not Found,Unemployed,Kidnapping,1
59,58,None,Addicted,Part-Time,Other,1
14,87,None,Addicted,Full-Time,Murder,1
18,8,None,Occasional,Criminal Income,Drug Offense,0
11,80,Severe,Addicted,Criminal Income,Theft,1
38,80,In Recovery,Addicted,Criminal Income,Fraud,1
32,1,None,Dealer,Part-Time,Theft,0
27,48,Severe,Frequent,Criminal Income,Theft,1
16,73,None,Occasional,Part-Time,Other,1
10,40,None,Addicted,Unemployed,Rape,1
43,49,In Recovery,Dealer,Unemployed,Theft,1
16,36,Severe,Occasional,Unemployed,Kidnapping,1
21,25,None,Occasional,Full-Time,Drug Offense,0
57,26,In Recovery,Dealer,Unemployed,Dacoity,1
52,86,In Recovery,Addicted,Full-Time,Murder,1
30,69,None,Addicted,Criminal Income,Dacoity,1
65,98,None,Never,Unemployed,Theft,1
47,61,Mild,Addicted,Criminal Income,Kidnapping,1
31,56,None,Never,Full-Time,Cybercrime,0
11,91,Undiagnosed,Addicted,Full-Time,Fraud,1
41,24,Mild,Dealer,Part-Time,Theft,1
8,15,Mild,Never,Criminal Income,Fraud,1
41,21,In Recovery,Addicted,Criminal Income,Dacoity,1
33,64,None,Never,Criminal Income,Assault,1
57,5,Mild,Frequent,Part-Time,Other,0
41,64,Mild,Frequent,Criminal Income,Assault,1
37,54,Undiagnosed,Addicted,Unemployed,Drug Offense,1
46,67,Undiagnosed,Not Found,Part-Time,Cybercrime,1
26,79,Severe,Never,Unemployed,Theft,1
72,20,Undiagnosed,Not Found,Criminal Income,Cybercrime,1
42,81,None,Not Found,Criminal Income,Rape,1
75,93,Mild,Never,Criminal Income,Fraud,1
66,15,Severe,Frequent,Full-Time,Assault,1
40,69,Undiagnosed,Dealer,Full-Time,Drug Offense,1
62,72,None,Dealer,Unemployed,Murder,1
52,93,Mild,Addicted,Full-Time,Cybercrime,1
67,60,Undiagnosed,Addicted,Criminal Income,Drug Offense,1
56,49,None,Occasional,Part-Time,Fraud,1
30,42,In Recovery,Addicted,Full-Time,Drug Offense,1
32,93,Severe,Frequent,Criminal Income,Cybercrime,1
14,67,None,Frequent,Criminal Income,Cybercrime,1
61,4,Undiagnosed,Dealer,Part-Time,Theft,1
52,81,Undiagnosed,Not Found,Full-Time,Assault,1
38,73,Undiagnosed,Never,Full-Time,Drug Offense,1
36,50,In Recovery,Not Found,Criminal Income,Cybercrime,1
8,3,Mild,Addicted,Criminal Income,Other,1
35,74,Mild,Addicted,Criminal Income,Rape,1
18,42,In Recovery,Never,Full-Time,Assault,0
72,51,Undiagnosed,Addicted,Criminal Income,Theft,1
11,1,Undiagnosed,Frequent,Part-Time,Rape,1
69,60,None,Addicted,Criminal Income,Kidnapping,1
32,65,Severe,Frequent,Unemployed,Other,1
53,95,None,Not Found,Full-Time,Drug Offense,1
46,39,Mild,Occasional,Unemployed,Kidnapping,1
43,3,Undiagnosed,Addicted,Full-Time,Theft,0
72,99,Severe,Dealer,Full-Time,Drug Offense,1
50,27,Severe,Occasional,Criminal Income,Kidnapping,1
25,84,In Recovery,Never,Criminal Income,Other,1
80,28,Mild,Occasional,Full-Time,Rape,1
77,67,None,Addicted,Criminal Income,Dacoity,1
20,1,Undiagnosed,Addicted,Unemployed,Rape,1
23,20,In Recovery,Addicted,Unemployed,Kidnapping,1
24,22,Severe,Addicted,Unemployed,Cybercrime,1
18,10,Severe,Occasional,Criminal Income,Fraud,1
48,75,Undiagnosed,Never,Unemployed,Drug Offense,1
39,26,Severe,Occasional,Unemployed,Fraud,1
37,0,None,Frequent,Full-Time,Dacoity,0
72,68,Severe,Frequent,Part-Time,Assault,1
47,92,Undiagnosed,Addicted,Part-Time,Drug Offense,1
50,47,In Recovery,Not Found,Criminal Income,Assault,1
21,99,Mild,Never,Part-Time,Rape,1
17,25,In Recovery,Addicted,Criminal Income,Other,1
68,57,Mild,Not Found,Criminal Income,Theft,1
60,55,None,Not Found,Part-Time,Drug Offense,1
54,69,Mild,Frequent,Criminal Income,Rape,1
57,64,Severe,Dealer,Full-Time,Theft,1
70,76,Severe,Not Found,Full-Time,Dacoity,1
14,22,In Recovery,Not Found,Criminal Income,Dacoity,1
16,42,In Recovery,Never,Criminal Income,Kidnapping,1
52,83,Severe,Occasional,Full-Time,Kidnapping,1
16,96,In Recovery,Not Found,Criminal Income,Other,1
56,74,In Recovery,Dealer,Full-Time,Assault,1
22,5,In Recovery,Occasional,Criminal Income,Dacoity,1
23,92,In Recovery,Never,Unemployed,Murder,1
19,45,Mild,Dealer,Full-Time,Dacoity,1
12,40,In Recovery,Occasional,Criminal Income,Murder,1
37,83,None,Not Found,Criminal Income,Fraud,1
14,76,Undiagnosed,Frequent,Part-Time,Other,1
15,74,Undiagnosed,Frequent,Criminal Income,Kidnapping,1
54,75,Undiagnosed,Frequent,Unemployed,Assault,1
45,29,Mild,Addicted,Criminal Income,Kidnapping,1
57,32,Severe,Frequent,Unemployed,Cybercrime,1
20,3,None,Frequent,Criminal Income,Dacoity,0
42,56,In Recovery,Occasional,Part-Time,Cybercrime,1
20,49,Mild,Dealer,Part-Time,Drug Offense,1
27,93,In Recovery,Dealer,Criminal Income,Murder,1
58,35,Severe,Not Found,Full-Time,Assault,1
29,40,Severe,Occasional,Full-Time,Rape,1
47,10,In Recovery,Occasional,Unemployed,Assault,0
49,100,In Recovery,Frequent,Full-Time,Dacoity,1
56,27,Severe,Occasional,Unemployed,Other,1
18,24,In Recovery,Occasional,Part-Time,Kidnapping,0
62,65,Severe,Addicted,Criminal Income,Other,1
51,76,Mild,Not Found,Unemployed,Cybercrime,1
42,48,In Recovery,Dealer,Unemployed,Cybercrime,1
67,59,Severe,Never,Part-Time,Murder,1
43,30,Mild,Occasional,Criminal Income,Dacoity,1
42,55,Mild,Occasional,Criminal Income,Dacoity,1
57,7,Mild,Occasional,Part-Time,Murder,0
11,38,None,Never,Full-Time,Cybercrime,0
57,34,Severe,Occasional,Criminal Income,Kidnapping,1
34,33,None,Occasional,Full-Time,Cybercrime,0
71,7,Mild,Never,Unemployed,Rape,1
17,66,Severe,Never,Part-Time,Murder,1
71,99,Undiagnosed,Not Found,Criminal Income,Assault,1
55,7,Undiagnosed,Addicted,Part-Time,Kidnapping,1
42,94,In Recovery,Not Found,Unemployed,Fraud,1
69,7,Severe,Occasional,Criminal Income,Rape,1
61,65,Undiagnosed,Addicted,Criminal Income,Kidnapping,1
62,42,In Recovery,Dealer,Criminal Income,Dacoity,1
80,71,Severe,Frequent,Criminal Income,Assault,1
13,78,Severe,Never,Unemployed,Fraud,1
25,77,None,Addicted,Full-Time,Cybercrime,1
8,79,None,Frequent,Full-Time,Cybercrime,1
63,21,None,Dealer,Unemployed,Cybercrime,1
29,74,Undiagnosed,Occasional,Full-Time,Rape,1
15,0,Undiagnosed,Never,Unemployed,Assault,0
24,85,Undiagnosed,Addicted,Full-Time,Rape,1
25,11,Undiagnosed,Addicted,Part-Time,Cybercrime,1
17,86,Undiagnosed,Frequent,Unemployed,Drug Offense,1
54,54,In Recovery,Dealer,Full-Time,Murder,1
80,7,Undiagnosed,Frequent,Part-Time,Murder,1
76,79,In Recovery,Occasional,Full-Time,Dacoity,1
10,57,Undiagnosed,Never,Full-Time,Cybercrime,1
46,62,Undiagnosed,Never,Unemployed,Fraud,1
17,47,Undiagnosed,Dealer,Unemployed,Theft,1
76,53,Mild,Not Found,Part-Time,Dacoity,1
69,94,Mild,Dealer,Unemployed,Drug Offense,1
67,53,In Recovery,Addicted,Unemployed,Murder,1
74,50,Severe,Not Found,Unemployed,Assault,1
64,71,Severe,Frequent,Part-Time,Cybercrime,1
43,88,Undiagnosed,Dealer,Unemployed,Murder,1
76,75,Severe,Dealer,Unemployed,Drug Offense,1
22,45,None,Frequent,Criminal Income,Murder,1
43,68,Mild,Never,Part-Time,Fraud,1
79,99,Mild,Frequent,Criminal Income,Kidnapping,1
18,28,Undiagnosed,Occasional,Unemployed,Assault,1
30,61,In Recovery,Not Found,Full-Time,Assault,1
44,53,In Recovery,Not Found,Criminal Income,Murder,1
14,39,Undiagnosed,Frequent,Full-Time,Fraud,1
46,22,In Recovery,Never,Part-Time,Rape,0
73,5,In Recovery,Never,Unemployed,Other,0
42,66,None,Never,Criminal Income,Dacoity,1
45,24,None,Not Found,Criminal Income,Rape,1
70,94,Mild,Addicted,Full-Time,Cybercrime,1
50,51,In Recovery,Never,Unemployed,Assault,1
58,5,Undiagnosed,Occasional,Unemployed,Kidnapping,1
38,94,Mild,Occasional,Full-Time,Assault,1
39,88,Undiagnosed,Occasional,Part-Time,Kidnapping,1
61,52,Undiagnosed,Dealer,Part-Time,Drug Offense,1
37,83,Undiagnosed,Dealer,Criminal Income,Assault,1
43,55,Severe,Frequent,Criminal Income,Theft,1
18,33,In Recovery,Addicted,Unemployed,Dacoity,1
53,45,Undiagnosed,Dealer,Criminal Income,Assault,1
23,13,In Recovery,Never,Full-Time,Fraud,0
23,31,Undiagnosed,Not Found,Criminal Income,Kidnapping,1
36,14,Undiagnosed,Frequent,Unemployed,Murder,1
48,96,None,Frequent,Full-Time,Fraud,1
51,85,In Recovery,Frequent,Unemployed,Kidnapping,1
18,79,In Recovery,Frequent,Criminal Income,Cybercrime,1
78,86,Severe,Frequent,Unemployed,Assault,1
40,17,Undiagnosed,Dealer,Unemployed,Murder,1
17,68,Undiagnosed,Not Found,Criminal Income,Other,1
40,3,Severe,Never,Unemployed,Kidnapping,0
33,91,Severe,Frequent,Unemployed,Rape,1
20,33,Undiagnosed,Occasional,Full-Time,Murder,1
16,3,Severe,Never,Unemployed,Drug Offense,1
65,57,None,Frequent,Unemployed,Fraud,1
29,52,Severe,Not Found,Criminal Income,Drug Offense,1
20,56,Mild,Never,Unemployed,Theft,1
33,11,Undiagnosed,Not Found,Full-Time,Cybercrime,0
13,65,Mild,Not Found,Full-Time,Theft,1
15,34,In Recovery,Not Found,Part-Time,Kidnapping,1
78,25,Mild,Dealer,Part-Time,Kidnapping,1
67,62,Mild,Addicted,Unemployed,Assault,1
48,55,None,Occasional,Criminal Income,Fraud,1
15,92,In Recovery,Frequent,Unemployed,Other,1
11,33,None,Dealer,Unemployed,Theft,1
52,49,Undiagnosed,Never,Full-Time,Theft,1
10,77,Mild,Frequent,Criminal Income,Assault,1
16,30,Severe,Dealer,Full-Time,Cybercrime,1
63,83,Severe,Dealer,Part-Time,Rape,1
60,13,Undiagnosed,Addicted,Unemployed,Cybercrime,1
75,78,Mild,Addicted,Criminal Income,Drug Offense,1
53,47,None,Addicted,Part-Time,Cybercrime,1
51,10,Undiagnosed,Not Found,Part-Time,Assault,0
40,64,Mild,Never,Full-Time,Drug Offense,1
74,27,Mild,Addicted,Unemployed,Fraud,1
52,95,In Recovery,Dealer,Criminal Income,Assault,1
30,73,None,Never,Unemployed,Kidnapping,1
49,84,None,Never,Part-Time,Other,1
54,35,None,Addicted,Full-Time,Kidnapping,1
35,83,Mild,Occasional,Criminal Income,Rape,1
15,38,None,Occasional,Full-Time,Rape,1
20,8,Severe,Not Found,Criminal Income,Fraud,1
58,18,Undiagnosed,Frequent,Part-Time,Other,1
29,32,Undiagnosed,Occasional,Criminal Income,Cybercrime,1
37,21,In Recovery,Occasional,Criminal Income,Cybercrime,1
52,71,Undiagnosed,Frequent,Criminal Income,Murder,1
42,60,Mild,Frequent,Unemployed,Dacoity,1
18,29,Mild,Occasional,Full-Time,Rape,1
32,30,None,Occasional,Full-Time,Rape,0
36,35,None,Frequent,Unemployed,Cybercrime,1
73,30,Mild,Frequent,Unemployed,Other,1
23,77,In Recovery,Occasional,Part-Time,Dacoity,1
9,67,Severe,Occasional,Part-Time,Cybercrime,1
17,91,Undiagnosed,Addicted,Full-Time,Kidnapping,1
32,79,None,Frequent,Criminal Income,Kidnapping,1
46,86,None,Occasional,Unemployed,Fraud,1
21,44,None,Not Found,Criminal Income,Rape,1
48,100,None,Frequent,Full-Time,Drug Offense,1
13,22,Severe,Occasional,Part-Time,Drug Offense,1
70,32,In Recovery,Frequent,Criminal Income,Rape,1
47,3,Undiagnosed,Never,Criminal Income,Assault,0
67,56,In Recovery,Not Found,Unemployed,Assault,1
33,87,Severe,Never,Criminal Income,Cybercrime,1
40,52,None,Not Found,Criminal Income,Fraud,1
22,0,Mild,Dealer,Unemployed,Theft,1
63,21,Undiagnosed,Not Found,Criminal Income,Assault,1
36,27,In Recovery,Dealer,Full-Time,Dacoity,1
24,14,Severe,Frequent,Part-Time,Theft,1
80,100,Severe,Frequent,Full-Time,Murder,1
37,77,None,Never,Part-Time,Rape,1
26,31,Mild,Frequent,Full-Time,Dacoity,1
76,97,Undiagnosed,Never,Unemployed,Drug Offense,1
45,54,Severe,Never,Criminal Income,Fraud,1
52,51,None,Dealer,Unemployed,Dacoity,1
52,77,Undiagnosed,Frequent,Unemployed,Cybercrime,1
79,34,Undiagnosed,Not Found,Unemployed,Cybercrime,1
40,74,Mild,Addicted,Part-Time,Kidnapping,1
37,48,Mild,Not Found,Unemployed,Cybercrime,1
66,52,In Recovery,Not Found,Part-Time,Fraud,1
22,36,Undiagnosed,Addicted,Criminal Income,Rape,1
20,54,Mild,Never,Unemployed,Kidnapping,1
8,91,Severe,Addicted,Criminal Income,Theft,1
8,96,Severe,Never,Criminal Income,Drug Offense,1
54,54,Severe,Frequent,Part-Time,Drug Offense,1
18,48,Severe,Dealer,Part-Time,Drug Offense,1
23,22,None,Addicted,Full-Time,Fraud,0
40,98,In Recovery,Occasional,Full-Time,Drug Offense,1
8,92,Mild,Occasional,Part-Time,Murder,1
34,37,Severe,Addicted,Part-Time,Assault,1
56,47,In Recovery,Occasional,Full-Time,Fraud,1
27,70,In Recovery,Addicted,Full-Time,Dacoity,1
17,95,In Recovery,Frequent,Unemployed,Cybercrime,1
55,19,Mild,Dealer,Criminal Income,Dacoity,1
18,69,Undiagnosed,Addicted,Unemployed,Kidnapping,1
37,13,In Recovery,Never,Unemployed,Dacoity,0
38,3,Severe,Not Found,Full-Time,Kidnapping,0
75,25,Undiagnosed,Occasional,Unemployed,Rape,1
21,1,Severe,Addicted,Criminal Income,Kidnapping,1
46,20,Severe,Not Found,Full-Time,Kidnapping,1
69,65,Severe,Never,Part-Time,Dacoity,1
32,67,Severe,Frequent,Criminal Income,Theft,1
75,4,Severe,Addicted,Full-Time,Assault,1
54,61,None,Occasional,Part-Time,Murder,1
8,89,In Recovery,Never,Criminal Income,Rape,1
57,72,Severe,Addicted,Unemployed,Theft,1
78,65,Severe,Never,Part-Time,Murder,1
11,80,Undiagnosed,Addicted,Criminal Income,Rape,1
47,88,None,Dealer,Unemployed,Dacoity,1
40,31,Severe,Dealer,Part-Time,Fraud,1
74,74,None,Addicted,Full-Time,Assault,1
32,85,Undiagnosed,Occasional,Part-Time,Theft,1
22,96,Undiagnosed,Never,Part-Time,Theft,1
33,43,Mild,Addicted,Unemployed,Rape,1
67,10,None,Occasional,Part-Time,Cybercrime,0
28,60,In Recovery,Not Found,Criminal Income,Dacoity,1
13,86,Severe,Dealer,Full-Time,Drug Offense,1
52,57,Undiagnosed,Dealer,Criminal Income,Murder,1
61,40,Mild,Occasional,Unemployed,Dacoity,1
16,54,Undiagnosed,Never,Full-Time,Murder,1
23,39,Undiagnosed,Never,Criminal Income,Assault,1
27,46,None,Occasional,Criminal Income,Fraud,1
27,99,Severe,Addicted,Unemployed,Murder,1
78,90,None,Occasional,Part-Time,Assault,1
26,72,Severe,Addicted,Full-Time,Murder,1
61,22,None,Occasional,Full-Time,Drug Offense,0
50,9,None,Occasional,Criminal Income,Drug Offense,0
73,98,Severe,Dealer,Full-Time,Theft,1
29,25,Undiagnosed,Dealer,Part-Time,Drug Offense,1
56,95,Undiagnosed,Addicted,Criminal Income,Theft,1
